ReferenceGenome,SRA_Data
GCF_001005925.2_ASM100592v2_genomic.gbff.gz,SRR11185189
GCF_001005985.1_ASM100598v1_genomic.gbff.gz,SRR10350531
GCF_001006005.1_ASM100600v1_genomic.gbff.gz,SRR10350532
GCF_001006025.1_ASM100602v1_genomic.gbff.gz,SRR10350533
GCF_001006525.1_ASM100652v1_genomic.gbff.gz,SRR5506627
GCF_001007005.1_Pseudomonas sp. strain CCOS 191_genomic.gbff.gz,SRR10744145
GCF_001007025.1_Wien1_genomic.gbff.gz,SRR11179867
GCF_001007045.1_K7_genomic.gbff.gz,SRR10744147
GCF_001007065.1_CWL011_genomic.gbff.gz,SRR8175017
GCF_001007085.1_Wien3_genomic.gbff.gz,SRR11186638
GCF_001007105.1_CV14_genomic.gbff.gz,SRR11492374
GCF_001007125.1_CM1_genomic.gbff.gz,SRR11483658
GCF_001007145.1_PB2_genomic.gbff.gz,SRR13628064
GCF_001007875.1_ASM100787v1_genomic.gbff.gz,SRR11148636
GCF_001007915.1_ASM100791v1_genomic.gbff.gz,SRR11148639
GCF_001007935.1_ASM100793v1_genomic.gbff.gz,SRR11148648
GCF_001007995.1_ASM100799v1_genomic.gbff.gz,DRR202000
GCF_001008015.1_ASM100801v1_genomic.gbff.gz,DRR207435
GCF_001008165.2_ASM100816v2_genomic.gbff.gz,SRR11061014
GCF_001010285.1_ASM101028v1_genomic.gbff.gz,SRR11067104
GCF_001010485.1_ASM101048v1_genomic.gbff.gz,SRR11148745
GCF_001010505.1_ASM101050v1_genomic.gbff.gz,SRR11149994
GCF_001010765.1_ASM101076v1_genomic.gbff.gz,DRR207367
GCF_001010785.2_ASM101078v2_genomic.gbff.gz,DRR084142
GCF_001010805.1_ASM101080v1_genomic.gbff.gz,DRR207927
GCF_001011035.1_ASM101103v1_genomic.gbff.gz,SRR11193093
GCF_001011055.2_ASM101105v2_genomic.gbff.gz,SRR12507243
GCF_001011095.1_ASM101109v1_genomic.gbff.gz,SRR12507226
GCF_001011135.1_ASM101113v1_genomic.gbff.gz,SRR12507230
GCF_001011155.1_ASM101115v1_genomic.gbff.gz,SRR12507237
GCF_001011675.1_ASM101167v1_genomic.gbff.gz,SRR12507233
GCF_001013565.1_BPD420_genomic.gbff.gz,SRR12507227
GCF_001013905.1_sleC34_genomic.gbff.gz,SRR12507240
GCF_001014285.1_ASM101428v1_genomic.gbff.gz,SRR11262344
GCF_001014305.1_ASM101430v1_genomic.gbff.gz,SRR11341694
GCF_001015095.1_ASM101509v1_genomic.gbff.gz,DRR213975
GCF_001017435.1_ASM101743v1_genomic.gbff.gz,SRR12303098
GCF_001017575.1_ASM101757v1_genomic.gbff.gz,SRR12322185
GCF_001017595.1_ASM101759v1_genomic.gbff.gz,SRR11675953
GCF_001017615.1_ASM101761v1_genomic.gbff.gz,SRR14532182
GCF_001017635.1_ASM101763v1_genomic.gbff.gz,SRR14532150
GCF_001017655.1_ASM101765v1_genomic.gbff.gz,SRR14532113
GCF_001017775.3_ASM101777v3_genomic.gbff.gz,SRR14532093
GCF_001018645.2_ASM101864v2_genomic.gbff.gz,SRR14532169
GCF_001018655.2_ASM101865v2_genomic.gbff.gz,SRR11425870
GCF_001018685.2_ASM101868v2_genomic.gbff.gz,SRR11425846
GCF_001018725.2_ASM101872v2_genomic.gbff.gz,SRR11425872
GCF_001018735.2_ASM101873v2_genomic.gbff.gz,SRR11425848
GCF_001018775.2_ASM101877v2_genomic.gbff.gz,SRR11425852
GCF_001018805.1_ASM101880v2_genomic.gbff.gz,SRR11425850
GCF_001018835.2_ASM101883v2_genomic.gbff.gz,SRR11425854
GCF_001018845.2_ASM101884v2_genomic.gbff.gz,SRR11425857
GCF_001018915.2_ASM101891v2_genomic.gbff.gz,SRR11425859
GCF_001018975.2_ASM101897v2_genomic.gbff.gz,SRR11425861
GCF_001019125.2_ASM101912v2_genomic.gbff.gz,SRR11425863
GCF_001019205.2_ASM101920v2_genomic.gbff.gz,SRR11425865
GCF_001019255.2_ASM101925v2_genomic.gbff.gz,SRR11425868
GCF_001019275.2_ASM101927v2_genomic.gbff.gz,SRR11425876
GCF_001019305.2_ASM101930v2_genomic.gbff.gz,SRR11425874
GCF_001019395.2_ASM101939v2_genomic.gbff.gz,SRR11425879
GCF_001019415.2_ASM101941v2_genomic.gbff.gz,SRR11425841
GCF_001019435.2_ASM101943v2_genomic.gbff.gz,SRR11425883
GCF_001019485.2_ASM101948v2_genomic.gbff.gz,SRR11425881
GCF_001019495.2_ASM101949v2_genomic.gbff.gz,SRR11425885
GCF_001019535.2_ASM101953v2_genomic.gbff.gz,SRR11425887
GCF_001019575.2_ASM101957v2_genomic.gbff.gz,SRR11425843
GCF_001019635.1_ASM101963v1_genomic.gbff.gz,SRR11425889
GCF_001019645.1_ASM101964v1_genomic.gbff.gz,SRR11425867
GCF_001019675.1_ASM101967v1_genomic.gbff.gz,SRR11425845
GCF_001019695.1_ASM101969v1_genomic.gbff.gz,SRR11776882
GCF_001020185.2_ASM102018v2_genomic.gbff.gz,SRR11069704
GCF_001020205.1_ASM102020v1_genomic.gbff.gz,SRR11460451
GCF_001020725.2_ASM102072v2_genomic.gbff.gz,SRR11460452
GCF_001020945.2_ASM102094v2_genomic.gbff.gz,SRR11853073
GCF_001020955.1_ASM102095v1_genomic.gbff.gz,SRR11853071
GCF_001020985.1_ASM102098v1_genomic.gbff.gz,SRR11853263
GCF_001021005.2_ASM102100v2_genomic.gbff.gz,SRR11475295
GCF_001021025.1_ASM102102v1_genomic.gbff.gz,SRR11536465
GCF_001021045.1_ASM102104v1_genomic.gbff.gz,SRR11248278
GCF_001021065.1_ASM102106v1_genomic.gbff.gz,SRR11248307
GCF_001021085.1_ASM102108v1_genomic.gbff.gz,SRR11248309
GCF_001021385.1_ASM102138v1_genomic.gbff.gz,SRR11248262
GCF_001021595.1_ASM102159v1_genomic.gbff.gz,SRR11248306
GCF_001021615.1_APECO18_genomic.gbff.gz,SRR11614985
GCF_001021635.2_ASM102163v2_genomic.gbff.gz,SRR11462687
GCF_001021855.1_ASM102185v1_genomic.gbff.gz,SRR11462688
GCF_001021875.1_ASM102187v1_genomic.gbff.gz,SRR8984842
GCF_001021895.1_ASM102189v1_genomic.gbff.gz,SRR8984843
GCF_001021915.1_ASM102191v1_genomic.gbff.gz,SRR11462685
GCF_001021935.1_ASM102193v1_genomic.gbff.gz,SRR8181654
GCF_001021955.1_ASM102195v1_genomic.gbff.gz,SRR8182726
GCF_001021975.1_ASM102197v1_genomic.gbff.gz,SRR11498591
GCF_001021995.1_ASM102199v1_genomic.gbff.gz,SRR11552096
GCF_001022015.1_ASM102201v1_genomic.gbff.gz,SRR11475325
GCF_001022035.1_ASM102203v1_genomic.gbff.gz,SRR11674121
GCF_001022055.1_ASM102205v1_genomic.gbff.gz,SRR13447461
GCF_001022075.1_ASM102207v1_genomic.gbff.gz,SRR11252613
GCF_001022095.1_ASM102209v1_genomic.gbff.gz,SRR11252622
GCF_001022115.1_ASM102211v1_genomic.gbff.gz,SRR11560446
GCF_001022135.1_ASM102213v1_genomic.gbff.gz,SRR11947723
GCF_001022155.1_ASM102215v1_genomic.gbff.gz,DRR236257
GCF_001022175.1_ASM102217v1_genomic.gbff.gz,SRR11569240
GCF_001022195.1_ASM102219v1_genomic.gbff.gz,SRR11569242
GCF_001022215.1_ASM102221v1_genomic.gbff.gz,SRR11569232
GCF_001022235.1_ASM102223v1_genomic.gbff.gz,SRR11569234
GCF_001022255.1_ASM102225v1_genomic.gbff.gz,SRR11569236
GCF_001022275.1_ASM102227v1_genomic.gbff.gz,SRR11569238
GCF_001022295.1_ASM102229v1_genomic.gbff.gz,SRR11569244
GCF_001023495.1_ASM102349v1_genomic.gbff.gz,SRR10860981
GCF_001023535.1_ASM102353v1_genomic.gbff.gz,SRR10860987
GCF_001023575.1_ASM102357v1_genomic.gbff.gz,SRR10860973
GCF_001023595.1_ASM102359v1_genomic.gbff.gz,SRR10860971
GCF_001025135.1_ASM102513v1_genomic.gbff.gz,SRR10860969
GCF_001025155.1_ASM102515v1_genomic.gbff.gz,SRR10860968
GCF_001025175.1_ASM102517v1_genomic.gbff.gz,SRR10860995
GCF_001025195.1_ASM102519v1_genomic.gbff.gz,SRR10860983
GCF_001025215.1_ASM102521v1_genomic.gbff.gz,SRR10860972
GCF_001026925.1_ASM102692v1_genomic.gbff.gz,SRR10860990
GCF_001026945.2_ASM102694v2_genomic.gbff.gz,SRR3934222
GCF_001026965.1_ASM102696v1_genomic.gbff.gz,SRR10828835
GCF_001026985.1_ASM102698v1_genomic.gbff.gz,SRR11536937
GCF_001027025.1_ASM102702v1_genomic.gbff.gz,SRR11069767
GCF_001027045.1_ASM102704v1_genomic.gbff.gz,SRR9984823
GCF_001027065.1_ASM102706v1_genomic.gbff.gz,SRR11687567
GCF_001027085.1_ASM102708v1_genomic.gbff.gz,SRR11601612
GCF_001027105.1_ASM102710v1_genomic.gbff.gz,SRR11601613
GCF_001027125.1_ASM102712v1_genomic.gbff.gz,SRR11638835
GCF_001027165.1_ASM102716v1_genomic.gbff.gz,SRR11638836
GCF_001027205.1_ASM102720v1_genomic.gbff.gz,SRR11638831
GCF_001027225.1_ASM102722v1_genomic.gbff.gz,SRR10249905
GCF_001027245.1_ASM102724v1_genomic.gbff.gz,SRR10249911
GCF_001027265.1_ASM102726v1_genomic.gbff.gz,SRR10249906
GCF_001027285.1_ASM102728v1_genomic.gbff.gz,SRR10249912
GCF_001027545.1_ASM102754v1_genomic.gbff.gz,SRR11612831
GCF_001028085.1_ASM102808v1_genomic.gbff.gz,SRR10258071
GCF_001028285.3_ASM102828v3_genomic.gbff.gz,SRR10258074
GCF_001028625.1_ASM102862v1_genomic.gbff.gz,SRR10258075
GCF_001028645.1_ASM102864v1_genomic.gbff.gz,SRR11992732
GCF_001028665.1_ASM102866v1_genomic.gbff.gz,SRR11993453
GCF_001028705.1_ASM102870v1_genomic.gbff.gz,SRR11992845
GCF_001029105.3_ASM102910v3_genomic.gbff.gz,SRR11992733
GCF_001029125.1_ASM102912v1_genomic.gbff.gz,SRR11594189
GCF_001029145.1_ASM102914v1_genomic.gbff.gz,SRR11364707
GCF_001029245.1_ASM102924v1_genomic.gbff.gz,SRR12147095
GCF_001029265.1_ASM102926v1_genomic.gbff.gz,SRR11478637
GCF_001029645.1_ASM102964v1_genomic.gbff.gz,SRR11565157
GCF_001029815.1_ASM102981v1_genomic.gbff.gz,SRR22388518
GCF_001029835.1_ASM102983v1_genomic.gbff.gz,SRR22388519
GCF_001034475.2_ASM103447v3_genomic.gbff.gz,SRR22388520
GCF_001037485.2_ASM103748v3_genomic.gbff.gz,SRR11789051
GCF_001037585.2_ASM103758v2_genomic.gbff.gz,SRR12487739
GCF_001037985.1_ASM103798v1_genomic.gbff.gz,SRR3030383
GCF_001038625.1_ASM103862v1_genomic.gbff.gz,SRR1840593
GCF_001038645.1_ASM103864v1_genomic.gbff.gz,SRR15415532
GCF_001039275.2_ASM103927v2_genomic.gbff.gz,SRR15415570
GCF_001039415.1_ASM103941v1_genomic.gbff.gz,SRR15415572
GCF_001039495.1_ASM103949v1_genomic.gbff.gz,SRR15415571
GCF_001039695.1_emm89-1_genomic.gbff.gz,SRR15415605
GCF_001040945.1_ASM104094v1_genomic.gbff.gz,SRR15415577
GCF_001042405.1_ASM104240v1_genomic.gbff.gz,SRR15415607
GCF_001042525.2_ASM104252v2_genomic.gbff.gz,SRR15415608
GCF_001042545.2_ASM104254v2_genomic.gbff.gz,SRR15415615
GCF_001042565.2_ASM104256v2_genomic.gbff.gz,SRR15415609
GCF_001042595.1_ASM104259v1_genomic.gbff.gz,SRR15415573
GCF_001042615.1_ASM104261v1_genomic.gbff.gz,SRR15415610
GCF_001042635.1_ASM104263v1_genomic.gbff.gz,SRR15415611
GCF_001042655.1_ASM104265v1_genomic.gbff.gz,SRR15415613
GCF_001042675.1_ASM104267v1_genomic.gbff.gz,SRR15415612
GCF_001042695.1_ASM104269v1_genomic.gbff.gz,SRR15415614
GCF_001042715.1_ASM104271v1_genomic.gbff.gz,SRR15415617
GCF_001042735.1_ASM104273v1_genomic.gbff.gz,SRR15415620
GCF_001042745.1_ASM104274v1_genomic.gbff.gz,SRR15415621
GCF_001042775.1_ASM104277v1_genomic.gbff.gz,SRR15415622
GCF_001042795.1_ASM104279v1_genomic.gbff.gz,SRR15415623
GCF_001042815.1_ASM104281v1_genomic.gbff.gz,SRR15415624
GCF_001042835.1_ASM104283v1_genomic.gbff.gz,SRR15415626
GCF_001042855.1_ASM104285v1_genomic.gbff.gz,SRR15415528
GCF_001042875.1_ASM104287v1_genomic.gbff.gz,SRR15415531
GCF_001043135.1_ASM104313v1_genomic.gbff.gz,SRR15415533
GCF_001043175.1_ASM104317v1_genomic.gbff.gz,SRR15415534
GCF_001043215.1_ASM104321v1_genomic.gbff.gz,SRR15415535
GCF_001043255.1_ASM104325v1_genomic.gbff.gz,SRR15415536
GCF_001043295.1_ASM104329v1_genomic.gbff.gz,SRR15415537
GCF_001045415.1_ASM104541v1_genomic.gbff.gz,SRR15415538
GCF_001045685.1_ASM104568v1_genomic.gbff.gz,SRR15415539
GCF_001045795.2_ASM104579v2_genomic.gbff.gz,SRR15415540
GCF_001045995.2_ASM104599v2_genomic.gbff.gz,SRR15415542
GCF_001046095.2_ASM104609v2_genomic.gbff.gz,SRR15415578
GCF_001046835.1_ASM104683v1_genomic.gbff.gz,SRR15415543
GCF_001046955.1_ASM104695v1_genomic.gbff.gz,SRR15415544
GCF_001047215.2_ASM104721v2_genomic.gbff.gz,SRR15415545
GCF_001047225.1_ASM104722v1_genomic.gbff.gz,SRR15415546
GCF_001047255.1_ASM104725v1_genomic.gbff.gz,SRR15415547
GCF_001047275.1_ASM104727v1_genomic.gbff.gz,SRR15415548
GCF_001047635.1_ASM104763v1_genomic.gbff.gz,SRR15415549
GCF_001047655.1_ASM104765v1_genomic.gbff.gz,SRR15415580
GCF_001047675.1_ASM104767v1_genomic.gbff.gz,SRR15415574
GCF_001047695.1_ASM104769v1_genomic.gbff.gz,SRR15415550
GCF_001047715.2_ASM104771v2_genomic.gbff.gz,SRR15415551
GCF_001048035.2_ERL103914_genomic.gbff.gz,SRR15415553
GCF_001048375.2_M223_genomic.gbff.gz,SRR15415554
GCF_001050115.1_ASM105011v1_genomic.gbff.gz,SRR15415555
GCF_001050135.1_ASM105013v1_genomic.gbff.gz,SRR15415556
GCF_001050395.1_ASM105039v1_genomic.gbff.gz,SRR15415557
GCF_001050435.1_ASM105043v1_genomic.gbff.gz,DRR084141
GCF_001050455.1_ASM105045v1_genomic.gbff.gz,SRR8626422
GCF_001050475.1_ASM105047v1_genomic.gbff.gz,SRR8631563
GCF_001050915.2_ASM105091v2_genomic.gbff.gz,SRR8639130
GCF_001051015.2_ASM105101v2_genomic.gbff.gz,SRR8088506
GCF_001051055.1_ASM105105v1_genomic.gbff.gz,SRR8631765
GCF_001051075.1_ASM105107v1_genomic.gbff.gz,SRR3934219
GCF_001051095.1_ASM105109v1_genomic.gbff.gz,SRR8617824
GCF_001051115.1_ASM105111v1_genomic.gbff.gz,SRR11790539
GCF_001051135.1_ASM105113v1_genomic.gbff.gz,SRR12487755
GCF_001051995.2_ASM105199v2_genomic.gbff.gz,SRR12487752
GCF_001077475.1_ASM107747v1_genomic.gbff.gz,SRR12487754
GCF_001077535.1_ASM107753v2_genomic.gbff.gz,SRR11805345
GCF_001077555.2_ASM107755v2_genomic.gbff.gz,SRR12342876
GCF_001077655.1_ASM107765v1_genomic.gbff.gz,SRR9886691
GCF_001077675.1_ASM107767v1_genomic.gbff.gz,SRR16347384
GCF_001077715.1_ASM107771v1_genomic.gbff.gz,SRR16362376
GCF_001077795.1_ASM107779v1_genomic.gbff.gz,SRR12136498
GCF_001077815.2_ASM107781v2_genomic.gbff.gz,SRR6048890
GCF_001077965.2_ASM107796v2_genomic.gbff.gz,ERR3931055
GCF_001078055.1_ASM107805v1_genomic.gbff.gz,ERR3931062
GCF_001078275.1_ASM107827v1_genomic.gbff.gz,DRR226681
GCF_001078295.1_ASM107829v1_genomic.gbff.gz,SRR10958862
GCF_001078495.2_ASM107849v2_genomic.gbff.gz,SRR9667947
GCF_001078615.1_ASM107861v1_genomic.gbff.gz,SRR9670532
GCF_001079465.2_STyphi_1553_1_genomic.gbff.gz,SRR9668392
GCF_001088345.2_052042_2_genomic.gbff.gz,SRR9668389
GCF_001095585.2_ERL114000_genomic.gbff.gz,SRR9668385
GCF_001104165.2_E00-7866_genomic.gbff.gz,SRR9668367
GCF_001104885.2_10349_1#89_2_genomic.gbff.gz,SRR9668339
GCF_001106745.2_UI_2120_genomic.gbff.gz,SRR9668055
GCF_001118185.2_H12ESR00394-001A_genomic.gbff.gz,SRR9641700
GCF_001119245.2_76_1292_genomic.gbff.gz,SRR9641621
GCF_001121865.2_404Ty_genomic.gbff.gz,SRR9641618
GCF_001122625.2_10492_1#47_genomic.gbff.gz,SRR9641608
GCF_001127485.2_ERL041834_genomic.gbff.gz,SRR9641652
GCF_001134605.2_10541_2#31_genomic.gbff.gz,SRR9641535
GCF_001148125.2_ERL024120_genomic.gbff.gz,SRR9641602
GCF_001148305.2_ERL082356_genomic.gbff.gz,SRR9641497
GCF_001157245.2_ERL12148_genomic.gbff.gz,SRR9641487
GCF_001163025.2_H12ESR04734-001A_genomic.gbff.gz,SRR9641500
GCF_001165785.2_ERL024919_genomic.gbff.gz,SRR9641470
GCF_001173525.2_10493_1#75_genomic.gbff.gz,SRR9641467
GCF_001182745.1_NCTC11134_genomic.gbff.gz,SRR9626912
GCF_001182765.1_WH8103.1_genomic.gbff.gz,SRR9625175
GCF_001182785.1_ASM118278v1_genomic.gbff.gz,SRR9624796
GCF_001183645.1_ASM118364v1_genomic.gbff.gz,SRR9624840
GCF_001183665.1_ASM118366v1_genomic.gbff.gz,SRR9624838
GCF_001183685.1_ASM118368v1_genomic.gbff.gz,SRR9624767
GCF_001183705.3_ASM118370v3_genomic.gbff.gz,SRR9668390
GCF_001183725.2_ASM118372v2_genomic.gbff.gz,SRR9668378
GCF_001183745.1_ASM118374v1_genomic.gbff.gz,SRR9668152
GCF_001183765.1_ASM118376v1_genomic.gbff.gz,SRR9641434
GCF_001183785.1_ASM118378v1_genomic.gbff.gz,SRR10958852
GCF_001183805.1_ASM118380v1_genomic.gbff.gz,SRR11278886
GCF_001183825.1_ASM118382v1_genomic.gbff.gz,SRR11278888
GCF_001183845.1_ASM118384v1_genomic.gbff.gz,SRR11278890
GCF_001183865.1_ASM118386v1_genomic.gbff.gz,SRR11174200
GCF_001185205.1_ASM118520v1_genomic.gbff.gz,SRR11174131
GCF_001185215.1_ASM118521v1_genomic.gbff.gz,SRR11174000
GCF_001185245.1_ASM118524v1_genomic.gbff.gz,SRR11174143
GCF_001185665.2_ASM118566v3_genomic.gbff.gz,SRR11174132
GCF_001186155.3_ASM118615v3_genomic.gbff.gz,SRR11174208
GCF_001186215.2_ASM118621v2_genomic.gbff.gz,SRR11174192
GCF_001186335.1_ASM118633v1_genomic.gbff.gz,SRR11174152
GCF_001186405.1_ASM118640v1_genomic.gbff.gz,SRR11174193
GCF_001186415.1_ASM118641v1_genomic.gbff.gz,SRR11174039
GCF_001186445.1_ASM118644v1_genomic.gbff.gz,SRR11174111
GCF_001186465.1_ASM118646v1_genomic.gbff.gz,SRR11174118
GCF_001187505.1_ASM118750v1_genomic.gbff.gz,SRR11174135
GCF_001187595.1_ASM118759v1_genomic.gbff.gz,SRR11962545
GCF_001187615.2_ASM118761v2_genomic.gbff.gz,SRR9641616
GCF_001187785.1_ASM118778v1_genomic.gbff.gz,SRR11321544
GCF_001187845.1_ASM118784v1_genomic.gbff.gz,SRR11938060
GCF_001187975.3_ASM118797v3_genomic.gbff.gz,SRR12056308
GCF_001188025.2_ASM118802v2_genomic.gbff.gz,SRR12056053
GCF_001188045.2_ASM118804v2_genomic.gbff.gz,SRR12056163
GCF_001188125.2_ASM118812v2_genomic.gbff.gz,SRR12056311
GCF_001188185.2_ASM118818v2_genomic.gbff.gz,SRR12056166
GCF_001188655.1_ASM118865v1_genomic.gbff.gz,SRR9668150
GCF_001188695.1_ASM118869v1_genomic.gbff.gz,SRR9668045
GCF_001188715.1_ASM118871v1_genomic.gbff.gz,SRR9641516
GCF_001188755.1_ASM118875v1_genomic.gbff.gz,SRR9668099
GCF_001188775.1_ASM118877v1_genomic.gbff.gz,SRR9641473
GCF_001188795.1_ASM118879v1_genomic.gbff.gz,SRR9030008
GCF_001188815.1_ASM118881v1_genomic.gbff.gz,SRR15415619
GCF_001188835.1_ASM118883v1_genomic.gbff.gz,SRR15415576
GCF_001188855.1_ASM118885v1_genomic.gbff.gz,SRR15415618
GCF_001188875.1_ASM118887v1_genomic.gbff.gz,SRR10386873
GCF_001188895.1_ASM118889v1_genomic.gbff.gz,SRR10386874
GCF_001188915.1_ASM118891v1_genomic.gbff.gz,SRR10386875
GCF_001188935.1_ASM118893v1_genomic.gbff.gz,SRR10386876
GCF_001189295.1_ASM118929v1_genomic.gbff.gz,SRR8984850
GCF_001189495.1_ASM118949v1_genomic.gbff.gz,SRR11951410
GCF_001189515.2_ASM118951v2_genomic.gbff.gz,SRR11951436
GCF_001189535.1_ASM118953v1_genomic.gbff.gz,SRR5581941
GCF_001189555.1_ASM118955v1_genomic.gbff.gz,SRR11802323
GCF_001190745.1_ASM119074v1_genomic.gbff.gz,SRR12056174
GCF_001190755.1_ASM119075v1_genomic.gbff.gz,SRR11969187
GCF_001190805.1_ASM119080v1_genomic.gbff.gz,SRR9163455
GCF_001190865.1_ASM119086v1_genomic.gbff.gz,SRR9163114
GCF_001190885.1_ASM119088v1_genomic.gbff.gz,SRR10898805
GCF_001190905.2_ASM119090v2_genomic.gbff.gz,SRR10900509
GCF_001190925.1_ASM119092v1_genomic.gbff.gz,SRR11885008
GCF_001190945.1_ASM119094v1_genomic.gbff.gz,SRR11885011
GCF_001191005.1_ASM119100v1_genomic.gbff.gz,SRR11885009
GCF_001191565.1_ASM119156v1_genomic.gbff.gz,SRR11885010
GCF_001191605.1_ASM119160v1_genomic.gbff.gz,SRR11884995
GCF_001191625.1_ASM119162v1_genomic.gbff.gz,SRR11901830
GCF_001240865.2_Ty3_193_genomic.gbff.gz,SRR11901828
GCF_001242845.1_Wobs_v01_genomic.gbff.gz,SRR11901827
GCF_001244315.1_ASM124431v1_genomic.gbff.gz,SRR11901826
GCF_001244395.1_ASM124439v1_genomic.gbff.gz,SRR11901825
GCF_001250235.2_5174_7#8_v2_genomic.gbff.gz,SRR11901824
GCF_001255215.1_S_pneumo_A66_v1_genomic.gbff.gz,SRR11901823
GCF_001261895.2_R2090_genomic.gbff.gz,SRR11901822
GCF_001262015.1_ASM126201v1_genomic.gbff.gz,SRR11901829
GCF_001262035.1_ASM126203v1_genomic.gbff.gz,SRR11070453
GCF_001262055.1_ASM126205v1_genomic.gbff.gz,SRR11241506
GCF_001262075.1_ASM126207v1_genomic.gbff.gz,SRR11671348
GCF_001262115.1_ASM126211v1_genomic.gbff.gz,SRR7353055
GCF_001262715.1_ASM126271v1_genomic.gbff.gz,SRR11462334
GCF_001263175.1_ASM126317v1_genomic.gbff.gz,SRR11905448
GCF_001263205.1_ASM126320v1_genomic.gbff.gz,SRR11905449
GCF_001263395.1_ASM126339v1_genomic.gbff.gz,SRR11905450
GCF_001263815.1_ASM126381v1_genomic.gbff.gz,SRR11905451
GCF_001264245.1_ASM126424v1_genomic.gbff.gz,SRR11905452
GCF_001266635.1_ASM126663v1_genomic.gbff.gz,SRR11905453
GCF_001266755.1_ASM126675v1_genomic.gbff.gz,SRR11905454
GCF_001266795.1_ASM126679v1_genomic.gbff.gz,SRR11292825
GCF_001267155.1_ASM126715v1_genomic.gbff.gz,SRR9072110
GCF_001267175.1_ASM126717v1_genomic.gbff.gz,SRR12070038
GCF_001267195.1_ASM126719v1_genomic.gbff.gz,SRR12070037
GCF_001267215.1_ASM126721v1_genomic.gbff.gz,SRR12070039
GCF_001267255.1_ASM126725v1_genomic.gbff.gz,SRR12076664
GCF_001267275.1_ASM126727v1_genomic.gbff.gz,SRR12077292
GCF_001267295.1_ASM126729v1_genomic.gbff.gz,SRR12077294
GCF_001267395.1_ASM126739v1_genomic.gbff.gz,SRR12168852
GCF_001267405.1_ASM126740v1_genomic.gbff.gz,SRR16975846
GCF_001267435.1_ASM126743v1_genomic.gbff.gz,DRR203153
GCF_001267475.1_ASM126747v1_genomic.gbff.gz,DRR235005
GCF_001267805.1_ASM126780v1_genomic.gbff.gz,SRR8989680
GCF_001267815.1_ASM126781v1_genomic.gbff.gz,SRR9029841
GCF_001267845.1_ASM126784v1_genomic.gbff.gz,SRR9030016
GCF_001267865.1_ASM126786v1_genomic.gbff.gz,SRR9030019
GCF_001267885.1_ASM126788v1_genomic.gbff.gz,SRR16146542
GCF_001267925.1_ASM126792v1_genomic.gbff.gz,SRR16146539
GCF_001269425.1_ASM126942v1_genomic.gbff.gz,SRR16146538
GCF_001271345.1_ASM127134v1_genomic.gbff.gz,SRR16146540
GCF_001272315.2_ASM127231v2_genomic.gbff.gz,SRR11588745
GCF_001272635.1_ASM127263v1_genomic.gbff.gz,SRR11588743
GCF_001272655.2_ASM127265v2_genomic.gbff.gz,SRR11596844
GCF_001272715.1_ASM127271v1_genomic.gbff.gz,SRR11588741
GCF_001272735.1_ASM127273v1_genomic.gbff.gz,SRR12060204
GCF_001272755.1_ASM127275v1_genomic.gbff.gz,SRR11824630
GCF_001272775.1_ASM127277v1_genomic.gbff.gz,SRR12113381
GCF_001272795.1_ASM127279v1_genomic.gbff.gz,SRR12071884
GCF_001272815.1_ASM127281v1_genomic.gbff.gz,SRR12182108
GCF_001272835.1_ASM127283v1_genomic.gbff.gz,SRR12170550
GCF_001272855.1_ASM127285v1_genomic.gbff.gz,SRR12214316
GCF_001272875.1_ASM127287v1_genomic.gbff.gz,SRR12165707
GCF_001272895.1_ASM127289v1_genomic.gbff.gz,SRR12165708
GCF_001272915.1_ASM127291v1_genomic.gbff.gz,SRR12165710
GCF_001273775.1_ASM127377v1_genomic.gbff.gz,SRR12165709
GCF_001273795.1_ASM127379v1_genomic.gbff.gz,SRR10148550
GCF_001274515.1_ASM127451v1_genomic.gbff.gz,SRR10174176
GCF_001274535.1_ASM127453v1_genomic.gbff.gz,SRR10167970
GCF_001274555.1_ASM127455v1_genomic.gbff.gz,SRR10179697
GCF_001274575.1_ASM127457v1_genomic.gbff.gz,SRR10174210
GCF_001274595.1_ASM127459v1_genomic.gbff.gz,SRR10178787
GCF_001274615.1_ASM127461v1_genomic.gbff.gz,SRR11948717
GCF_001274655.1_ASM127465v1_genomic.gbff.gz,SRR11949295
GCF_001274675.1_ASM127467v1_genomic.gbff.gz,SRR11948780
GCF_001274875.1_ASM127487v1_genomic.gbff.gz,SRR11949310
GCF_001274895.1_ASM127489v1_genomic.gbff.gz,SRR11949154
GCF_001275345.1_ASM127534v1_genomic.gbff.gz,SRR11948821
GCF_001275365.1_ASM127536v1_genomic.gbff.gz,SRR11949206
GCF_001275545.2_ASM127554v2_genomic.gbff.gz,SRR11949397
GCF_001275565.2_ASM127556v2_genomic.gbff.gz,SRR11948652
GCF_001276585.2_ASM127658v2_genomic.gbff.gz,SRR11949103
GCF_001276975.2_ASM127697v2_genomic.gbff.gz,SRR11949264
GCF_001277175.1_ASM127717v1_genomic.gbff.gz,SRR11949262
GCF_001277195.1_ASM127719v1_genomic.gbff.gz,SRR11948913
GCF_001277215.2_ASM127721v2_genomic.gbff.gz,SRR11948672
GCF_001277235.1_ASM127723v1_genomic.gbff.gz,SRR11948714
GCF_001277255.1_ASM127725v1_genomic.gbff.gz,SRR11948676
