RefSeq_ID,SRA_ID,Run_accession_ID,Assembly_ID
GCF_002967875.2,NA,NA,ASM296787v2
GCF_002967885.2,NA,NA,ASM296788v2
GCF_002967935.2,NA,NA,ASM296793v2
GCF_002967955.2,NA,NA,ASM296795v2
GCF_002967975.2,NA,NA,ASM296797v2
GCF_002968395.1,NA,NA,ASM296839v1
GCF_002968415.1,NA,NA,ASM296841v1
GCF_002968455.1,SRS3020746,SRR6807647,ASM296845v1
GCF_002968475.1,SRS3013410,SRR6799394,ASM296847v1
GCF_002968495.1,SRS3013409,SRR6799391,ASM296849v1
GCF_002968515.1,SRS3013408,SRR6799389,ASM296851v1
GCF_002968585.1,SRS3013401,SRR6799376,ASM296858v1
GCF_002968655.1,SRS3013398,SRR6799371,ASM296865v1
GCF_002968695.1,SRS1739478,SRR4417531,ASM296869v1
GCF_002968715.1,SRS3013415,SRR6799402,ASM296871v1
GCF_002968735.1,SRS3020748,SRR6807652,ASM296873v1
GCF_002968755.1,SRS3013404,SRR6799380,ASM296875v1
GCF_002968775.1,SRS1350018,SRR3242010,ASM296877v1
GCF_002968935.1,SRS1916200,NA,ASM296893v1
GCF_002968955.1,SRS3013405,SRR6799382,ASM296895v1
GCF_002969195.1,NA,NA,ASM296919v1
GCF_002970375.3,SRS2992386,NA,ASM297037v3
GCF_002970895.1,NA,NA,ASM297089v1
GCF_002970915.1,NA,NA,ASM297091v1
GCF_002970935.1,NA,NA,ASM297093v1
GCF_002973655.1,NA,NA,ASM297365v1
GCF_002973755.2,NA,NA,ASM297375v2
GCF_002975475.1,SRS2831094,SRR6467889,ASM297547v1
GCF_002980175.2,SRS2490118,SRR6003484,ASM298017v2
GCF_002980615.3,NA,NA,ASM298061v3
GCF_002982095.1,NA,NA,ASM298209v1
GCF_002982115.1,NA,NA,ASM298211v1
GCF_002982135.1,NA,NA,ASM298213v1
GCF_002982155.1,NA,NA,ASM298215v1
GCF_002982175.1,NA,NA,ASM298217v1
GCF_002982195.1,NA,NA,ASM298219v1
GCF_002983625.1,SRS2095420,SRR5409219,ASM298362v1
GCF_002983645.1,SRS2118542,SRR5440733,ASM298364v1
GCF_002983665.1,SRS2091628,SRR5400975,ASM298366v1
GCF_002983685.1,SRS2098890,SRR5413295,ASM298368v1
GCF_002983705.1,SRS2098865,SRR5413257,ASM298370v1
GCF_002983725.1,SRS2091636,SRR5401007,ASM298372v1
GCF_002983785.1,SRS2103097,SRR5419825,ASM298378v1
GCF_002983865.1,SRS2125016,SRR5449079,ASM298386v1
GCF_002983965.1,SRS2095416,SRR5409211,ASM298396v1
GCF_002984035.1,SRS2095419,SRR5409216,ASM298403v1
GCF_002984125.1,SRS2098874,SRR5413268,ASM298412v1
GCF_002984195.1,SRS2103104,SRR5419839,ASM298419v1
GCF_002984285.1,SRS2101399,SRR5417093,ASM298428v1
GCF_002984395.1,SRS2103210,SRR5419949,ASM298439v1
GCF_002984485.1,SRS2103103,SRR5419837,ASM298448v1
GCF_002984565.1,SRS2103201,SRR5419938,ASM298456v1
GCF_002988215.2,NA,NA,ASM298821v2
GCF_002988885.2,NA,NA,ASM298888v2
GCF_002993105.1,NA,NA,ASM299310v1
GCF_002993265.1,NA,NA,ASM299326v1
GCF_002993285.1,NA,NA,ASM299328v1
GCF_002993305.1,NA,NA,ASM299330v1
GCF_002993925.1,NA,NA,ASM299392v1
GCF_002993945.1,NA,NA,ASM299394v1
GCF_002995515.1,NA,NA,ASM299551v1
GCF_002995535.1,NA,NA,ASM299553v1
GCF_002995555.1,NA,NA,ASM299555v1
GCF_002996665.1,NA,NA,ASM299666v1
GCF_002996805.1,SRS1350013,SRR3242017,ASM299680v1
GCF_002996885.1,SRS1350033,SRR3242023,ASM299688v1
GCF_002996945.1,SRS1256918,SRR3112329,ASM299694v1
GCF_002997005.1,SRS1350031,SRR3242025,ASM299700v1
GCF_002997125.1,SRS1256932,SRR3290654,ASM299712v1
GCF_002997215.1,NA,NA,ASM299721v1
GCF_002997735.1,NA,NA,ASM299773v1
GCF_002997815.1,NA,NA,ASM299781v1
GCF_002997915.1,NA,NA,ASM299791v1
GCF_002997935.1,NA,NA,ASM299793v1
GCF_002997955.1,NA,NA,ASM299795v1
GCF_002997975.1,NA,NA,ASM299797v1
GCF_002997995.1,NA,NA,ASM299799v1
GCF_002998015.1,NA,NA,ASM299801v1
GCF_002998035.1,NA,NA,ASM299803v1
GCF_002998115.1,NA,NA,ASM299811v1
GCF_002998175.1,NA,NA,ASM299817v1
GCF_002998235.1,NA,NA,ASM299823v1
GCF_002998295.1,NA,NA,ASM299829v1
GCF_002998355.1,NA,NA,ASM299835v1
GCF_002998435.1,NA,NA,ASM299843v1
GCF_002998535.1,NA,NA,ASM299853v1
GCF_002998595.1,NA,NA,ASM299859v1
GCF_002998695.1,NA,NA,ASM299869v1
GCF_002998835.1,NA,NA,ASM299883v1
GCF_002998925.1,NA,NA,ASM299892v1
GCF_002999035.1,NA,NA,ASM299903v1
GCF_002999075.1,SRS3013418,SRR6799408,ASM299907v1
GCF_002999115.2,SRS2691467,NA,ASM299911v2
GCF_002999135.1,NA,NA,ASM299913v1
GCF_002999155.1,NA,NA,ASM299915v1
GCF_002999175.1,NA,NA,ASM299917v1
GCF_002999195.2,SRS2836248,NA,ASM299919v2
GCF_002999215.3,SRS2691460,NA,ASM299921v3
GCF_002999235.1,NA,NA,ASM299923v1
GCF_002999255.1,NA,NA,ASM299925v1
GCF_002999275.1,NA,NA,ASM299927v1
GCF_002999295.1,NA,NA,ASM299929v1
GCF_002999415.1,NA,NA,ASM299941v1
GCF_002999435.1,NA,NA,ASM299943v1
GCF_003001655.1,NA,NA,ASM300165v1
GCF_003003495.1,SRS1072212,NA,ASM300349v1
GCF_003003515.1,SRS2359300,SRR5831915,ASM300351v1
GCF_003003535.1,SRS2359304,SRR5831911,ASM300353v1
GCF_003003555.1,SRS2359303,SRR5831912,ASM300355v1
GCF_003003595.1,SRS2359305,SRR5831910,ASM300359v1
GCF_003003675.1,SRS2359309,SRR5831906,ASM300367v1
GCF_003003755.1,SRS2359307,SRR5831908,ASM300375v1
GCF_003003815.1,SRS2359311,SRR5831904,ASM300381v1
GCF_003003865.1,SRS2359299,SRR5831916,ASM300386v1
GCF_003003955.1,SRS2359302,SRR5831913,ASM300395v1
GCF_003004065.1,SRS2359301,SRR5831914,ASM300406v1
GCF_003004115.1,SRS2359306,SRR5831909,ASM300411v1
GCF_003004135.1,SRS2359314,SRR5831901,ASM300413v1
GCF_003004155.1,SRS2359313,SRR5831902,ASM300415v1
GCF_003004175.1,NA,NA,ASM300417v1
GCF_003004195.1,SRS2359298,SRR5831917,ASM300419v1
GCF_003004215.1,SRS2359310,SRR5831905,ASM300421v1
GCF_003004235.1,SRS2359297,SRR5831918,ASM300423v1
GCF_003004255.1,SRS2359308,SRR5831907,ASM300425v1
GCF_003004275.1,NA,NA,ASM300427v1
GCF_003004295.1,SRS2359312,SRR5831903,ASM300429v1
GCF_003004315.1,NA,NA,ASM300431v1
GCF_003004335.1,SRS2359296,SRR5831919,ASM300433v1
GCF_003006035.1,SRS1350011,SRR3242022,ASM300603v1
GCF_003006055.1,SRS1725527,NA,ASM300605v1
GCF_003006075.1,SRS1725529,NA,ASM300607v1
GCF_003006115.1,NA,NA,ASM300611v1
GCF_003006135.1,NA,NA,ASM300613v1
GCF_003006155.1,NA,NA,ASM300615v1
GCF_003006175.1,SRS1746038,SRR4423335,ASM300617v1
GCF_003006415.1,SRS3624620,NA,ASM300641v1
GCF_003006435.1,NA,NA,ASM300643v1
GCF_003008415.2,NA,NA,ASM300841v2
GCF_003008475.2,NA,NA,ASM300847v2
GCF_003008495.1,NA,NA,ASM300849v1
GCF_003008515.1,NA,NA,ASM300851v1
GCF_003008535.1,NA,NA,ASM300853v1
GCF_003008555.2,NA,NA,ASM300855v2
GCF_003008575.1,NA,NA,ASM300857v1
GCF_003008595.1,NA,NA,ASM300859v1
GCF_003008615.1,NA,NA,ASM300861v1
GCF_003008635.1,NA,NA,ASM300863v1
GCF_003010455.1,SRS6492068,NA,ASM301045v1
GCF_003010495.1,SRS3646547,NA,ASM301049v1
GCF_003010595.1,SRS1256919,SRR3112328,ASM301059v1
GCF_003010655.1,SRS1350029,SRR3242027,ASM301065v1
GCF_003010675.1,SRS1350030,SRR3242026,ASM301067v1
GCF_003010695.1,SRS1256874,SRR3112290,ASM301069v1
GCF_003010715.1,NA,NA,ASM301071v1
GCF_003010735.1,SRS1613894,SRR4025860,ASM301073v1
GCF_003010875.1,NA,NA,ASM301087v1
GCF_003010915.2,SRS3035011,NA,ASM301091v2
GCF_003012915.1,NA,NA,ASM301291v1
GCF_003013205.1,NA,NA,ASM301320v1
GCF_003013315.1,NA,NA,ASM301331v1
GCF_003013635.1,NA,NA,ASM301363v1
GCF_003013675.1,NA,NA,ASM301367v1
GCF_003013695.1,NA,NA,ASM301369v1
GCF_003014775.1,SRS6225373,NA,ASM301477v1
GCF_003015125.1,NA,NA,ASM301512v1
GCF_003015145.1,NA,NA,ASM301514v1
GCF_003015165.1,NA,NA,ASM301516v1
GCF_003015185.1,NA,NA,ASM301518v1
GCF_003015225.1,NA,NA,ASM301522v1
GCF_003015715.1,SRS4074786,SRR8240385,ASM301571v1
GCF_003017145.1,NA,NA,ASM301714v1
GCF_003017195.1,NA,NA,ASM301719v1
GCF_003017225.1,NA,NA,ASM301722v1
GCF_003017265.1,NA,NA,ASM301726v1
GCF_003017335.1,NA,NA,ASM301733v1
GCF_003017375.1,NA,NA,ASM301737v1
GCF_003017455.1,NA,NA,ASM301745v1
GCF_003017555.1,NA,NA,ASM301755v1
GCF_003017615.1,NA,NA,ASM301761v1
GCF_003017675.2,SRS923711,SRR1999798,ASM301767v2
GCF_003017765.1,NA,NA,ASM301776v1
GCF_003017805.1,NA,NA,ASM301780v1
GCF_003017915.1,NA,NA,ASM301791v1
GCF_003017935.1,NA,NA,ASM301793v1
GCF_003017955.1,SRS699230,SRR10902703,ASM301795v1
GCF_003017975.1,SRS1311336,SRR3189185,ASM301797v1
GCF_003017995.1,NA,NA,ASM301799v1
GCF_003018015.1,NA,NA,ASM301801v1
GCF_003018035.1,SRS1282834,SRR3158400,ASM301803v1
GCF_003018055.1,SRS697504,SRR2015112,ASM301805v1
GCF_003018075.1,NA,NA,ASM301807v1
GCF_003018095.1,NA,NA,ASM301809v1
GCF_003018115.1,NA,NA,ASM301811v1
GCF_003018135.1,SRS923631,SRR1999784,ASM301813v1
GCF_003018155.1,NA,NA,ASM301815v1
GCF_003018195.1,NA,NA,ASM301819v1
GCF_003018215.1,NA,NA,ASM301821v1
GCF_003018235.1,SRS18265531,SRR8930575,ASM301823v1
GCF_003018255.1,NA,NA,ASM301825v1
GCF_003018275.1,NA,NA,ASM301827v1
GCF_003018315.1,NA,NA,ASM301831v1
GCF_003018335.1,NA,NA,ASM301833v1
GCF_003018355.1,NA,NA,ASM301835v1
GCF_003018375.1,NA,NA,ASM301837v1
GCF_003018395.1,NA,NA,ASM301839v1
GCF_003018435.1,NA,NA,ASM301843v1
GCF_003018455.1,NA,NA,ASM301845v1
GCF_003018475.1,NA,NA,ASM301847v1
GCF_003018495.1,NA,NA,ASM301849v1
GCF_003018535.1,SRS1343338,SRR3231803,ASM301853v1
GCF_003018555.1,NA,NA,ASM301855v1
GCF_003018575.1,NA,NA,ASM301857v1
GCF_003018595.1,NA,NA,ASM301859v1
GCF_003018615.1,NA,NA,ASM301861v1
GCF_003018635.1,NA,NA,ASM301863v1
GCF_003018655.1,SRS697500,SRR2015125,ASM301865v1
GCF_003018695.1,NA,NA,ASM301869v1
GCF_003018715.1,SRS697506,SRR2015050,ASM301871v1
GCF_003018755.1,NA,NA,ASM301875v1
GCF_003018775.1,SRS719843,SRR1610028,ASM301877v1
GCF_003018795.1,SRS1300559,SRR3178026,ASM301879v1
GCF_003018815.1,NA,NA,ASM301881v1
GCF_003018835.2,SRS797839,SRR1724591,ASM301883v2
GCF_003018855.1,NA,NA,ASM301885v1
GCF_003018875.1,SRS1300236,SRR3177671,ASM301887v1
GCF_003018895.1,NA,NA,ASM301889v1
GCF_003018915.1,NA,NA,ASM301891v1
GCF_003018935.1,SRS719710,SRR10902697,ASM301893v1
GCF_003018955.1,NA,NA,ASM301895v1
GCF_003018995.1,NA,NA,ASM301899v1
GCF_003019015.1,NA,NA,ASM301901v1
GCF_003019035.1,NA,NA,ASM301903v1
GCF_003019055.1,NA,NA,ASM301905v1
GCF_003019075.1,NA,NA,ASM301907v1
GCF_003019095.1,NA,NA,ASM301909v1
GCF_003019115.1,NA,NA,ASM301911v1
GCF_003019155.1,SRS697505,SRR2015106,ASM301915v1
GCF_003019175.1,NA,NA,ASM301917v1
GCF_003019195.1,NA,NA,ASM301919v1
GCF_003019215.1,NA,NA,ASM301921v1
GCF_003019235.1,NA,NA,ASM301923v1
GCF_003019255.1,NA,NA,ASM301925v1
GCF_003019275.1,NA,NA,ASM301927v1
GCF_003019295.1,SRS3038998,SRR6830110,ASM301929v1
GCF_003019315.1,SRS2997579,SRR6780913,ASM301931v1
GCF_003019655.1,SRS2997580,SRR6780911,ASM301965v1
GCF_003019675.1,SRS2997578,SRR6780915,ASM301967v1
GCF_003019695.1,SRS2997576,SRR6780919,ASM301969v1
GCF_003019715.1,SRS2997577,SRR6780917,ASM301971v1
GCF_003019735.1,NA,NA,ASM301973v1
GCF_003019755.1,SRS2997574,SRR6780923,ASM301975v1
GCF_003019785.1,SRS2997575,SRR6780921,ASM301978v1
GCF_003019815.1,SRS2926000,SRR6686698,ASM301981v1
GCF_003019855.1,NA,NA,ASM301985v1
GCF_003019925.1,SRS1666446,SRR4380216,ASM301992v1
GCF_003019945.1,SRS1666757,SRR4125277,ASM301994v1
GCF_003019965.1,SRS1666861,SRR4125430,ASM301996v1
GCF_003019985.1,NA,NA,ASM301998v1
GCF_003020005.1,NA,NA,ASM302000v1
GCF_003020025.1,SRS1666738,SRR4125255,ASM302002v1
GCF_003020045.1,SRS010325,NA,ASM302004v1
GCF_003020185.1,SRS1666756,SRR4125276,ASM302018v1
GCF_003020685.1,NA,NA,ASM302068v1
GCF_003020705.1,NA,NA,ASM302070v1
GCF_003020725.1,NA,NA,ASM302072v1
GCF_003020745.1,NA,NA,ASM302074v1
GCF_003020765.1,NA,NA,ASM302076v1
GCF_003020825.1,NA,NA,ASM302082v1
GCF_003020845.1,NA,NA,ASM302084v1
GCF_003020885.1,NA,NA,ASM302088v1
GCF_003024155.1,NA,NA,ASM302415v1
GCF_003024525.3,SRS3079651,NA,ASM302452v3
GCF_003025345.2,NA,NA,ASM302534v2
GCF_003025365.1,NA,NA,ASM302536v1
GCF_003028315.1,NA,NA,ASM302831v1
GCF_003028335.1,NA,NA,ASM302833v1
GCF_003028835.1,NA,NA,ASM302883v1
GCF_003028855.1,NA,NA,ASM302885v1
GCF_003029495.1,SRS1350019,SRR3242008,ASM302949v1
GCF_003029645.1,NA,NA,ASM302964v1
GCF_003030025.1,NA,NA,ASM303002v1
GCF_003030045.1,NA,NA,ASM303004v1
GCF_003030065.1,NA,NA,ASM303006v1
GCF_003030085.1,NA,NA,ASM303008v1
GCF_003030105.1,NA,NA,ASM303010v1
GCF_003030125.1,SRS4177017,NA,ASM303012v1
GCF_003030145.1,NA,NA,ASM303014v1
GCF_003030165.1,NA,NA,ASM303016v1
GCF_003030185.1,NA,NA,ASM303018v1
GCF_003030205.1,NA,NA,ASM303020v1
GCF_003030225.1,NA,NA,ASM303022v1
GCF_003030245.1,NA,NA,ASM303024v1
GCF_003030265.1,NA,NA,ASM303026v1
GCF_003030285.2,SRS4121129,NA,ASM303028v2
GCF_003030305.1,NA,NA,ASM303030v1
GCF_003030345.1,NA,NA,ASM303034v1
GCF_003030365.1,NA,NA,ASM303036v1
GCF_003030385.1,NA,NA,ASM303038v1
GCF_003030405.1,NA,NA,ASM303040v1
GCF_003030425.1,SRS2103098,SRR5419826,ASM303042v1
GCF_003030465.1,NA,NA,ASM303046v1
GCF_003030905.1,NA,NA,ASM303090v1
GCF_003030925.1,NA,NA,ASM303092v1
GCF_003030985.1,NA,NA,ASM303098v1
GCF_003031205.1,NA,NA,ASM303120v1
GCF_003031225.1,NA,NA,ASM303122v1
GCF_003031245.1,NA,NA,ASM303124v1
GCF_003031265.1,NA,NA,ASM303126v1
GCF_003031285.1,NA,NA,ASM303128v1
GCF_003031305.1,NA,NA,ASM303130v1
GCF_003031325.1,SRS2708307,NA,ASM303132v1
GCF_003031345.1,NA,NA,ASM303134v1
GCF_003031365.1,SRS2781840,NA,ASM303136v1
GCF_003031385.1,SRS2781839,NA,ASM303138v1
GCF_003031405.1,NA,NA,ASM303140v1
GCF_003031425.1,SRS2415719,SRR12980216,ASM303142v1
GCF_003031445.1,SRS1096262,SRR2544781,ASM303144v1
GCF_003031485.1,NA,NA,ASM303148v1
GCF_003031505.1,SRS941496,SRR2033747,ASM303150v1
GCF_003031545.1,SRS1051661,SRR2225897,ASM303154v1
GCF_003031645.1,SRS1168598,SRR2924449,ASM303164v1
GCF_003031735.1,SRS1243684,SRR3095381,ASM303173v1
GCF_003031755.1,SRS1296150,SRR3168645,ASM303175v1
GCF_003031775.1,SRS1476331,SRR3615372,ASM303177v1
GCF_003031795.1,SRS1476332,SRR3615373,ASM303179v1
GCF_003031815.1,SRS1381427,SRR3618626,ASM303181v1
GCF_003031835.1,NA,NA,ASM303183v1
GCF_003031855.1,SRS2735211,SRR6347528,ASM303185v1
GCF_003031875.1,SRS2735215,SRR6347495,ASM303187v1
GCF_003031895.1,SRS2735212,SRR6347350,ASM303189v1
GCF_003031915.1,SRS2735225,SRR6347382,ASM303191v1
GCF_003031935.1,SRS2735218,SRR6347464,ASM303193v1
GCF_003031955.1,SRS2735216,SRR6347430,ASM303195v1
GCF_003031975.1,SRS2735223,SRR6347404,ASM303197v1
GCF_003031995.1,SRS2735224,SRR6347392,ASM303199v1
GCF_003032015.1,SRS2735227,SRR6347362,ASM303201v1
GCF_003032035.1,SRS2735226,SRR6347372,ASM303203v1
GCF_003032055.1,SRS2735219,SRR6347403,ASM303205v1
GCF_003032075.1,SRS2735214,SRR6347505,ASM303207v1
GCF_003032415.1,SRS1168599,SRR2924448,ASM303241v1
GCF_003032455.1,NA,NA,ASM303245v1
GCF_003032475.1,NA,NA,ASM303247v1
GCF_003032495.1,NA,NA,ASM303249v1
GCF_003033905.1,SRS2776148,NA,ASM303390v1
GCF_003034205.2,NA,NA,ASM303420v2
GCF_003036645.2,SRS3138971,NA,ASM303664v2
GCF_003037005.2,SRS3138937,NA,ASM303700v2
GCF_003037185.2,SRS3135789,NA,ASM303718v2
GCF_003037325.3,SRS3138881,NA,ASM303732v3
GCF_003037615.2,SRS2687895,NA,ASM303761v2
GCF_003038035.2,SRS3133169,NA,ASM303803v2
GCF_003038135.2,SRS3138945,NA,ASM303813v2
GCF_003038215.3,SRS3135807,NA,ASM303821v3
GCF_003043895.1,SRS2735210,SRR6347347,ASM304389v1
GCF_003043915.1,NA,NA,ASM304391v1
GCF_003044015.1,NA,NA,ASM304401v1
GCF_003044255.1,SRS2791147,NA,ASM304425v1
GCF_003045165.1,NA,NA,ASM304516v1
GCF_003047005.1,NA,NA,ASM304700v1
GCF_003047025.1,NA,NA,ASM304702v1
GCF_003047045.1,NA,NA,ASM304704v1
GCF_003047065.1,NA,NA,ASM304706v1
GCF_003047085.1,NA,NA,ASM304708v1
GCF_003047125.1,SRS1758794,NA,ASM304712v1
GCF_003047145.2,NA,NA,ASM304714v2
GCF_003047165.1,NA,NA,ASM304716v1
GCF_003047185.1,NA,NA,ASM304718v1
GCF_003047205.1,NA,NA,ASM304720v1
GCF_003047225.1,NA,NA,ASM304722v1
GCF_003048255.1,NA,NA,ASM304825v1
GCF_003048375.1,NA,NA,ASM304837v1
GCF_003048595.2,SRS6619076,SRR11745086,ASM304859v2
GCF_003048615.2,SRS6619080,SRR11745081,ASM304861v2
GCF_003048675.2,SRS6619073,SRR11745085,ASM304867v2
GCF_003048685.2,SRS6619079,SRR11745084,ASM304868v2
GCF_003048695.2,SRS6619075,SRR11745088,ASM304869v2
GCF_003048775.2,SRS6619074,SRR11745087,ASM304877v2
GCF_003048835.2,SRS6619078,SRR11745082,ASM304883v2
GCF_003048875.2,SRS6619077,SRR11745083,ASM304887v2
GCF_003049605.2,SRS8825329,NA,ASM304960v2
GCF_003049785.1,NA,NA,ASM304978v1
GCF_003049805.1,NA,NA,ASM304980v1
GCF_003049825.1,SRS3157669,SRR6982804,ASM304982v1
GCF_003050665.1,SRS2124993,SRR5449049,ASM305066v1
GCF_003050685.1,NA,NA,ASM305068v1
GCF_003051885.1,NA,NA,ASM305188v1
GCF_003051945.2,SRS2688543,NA,ASM305194v2
GCF_003051965.2,SRS2836245,NA,ASM305196v2
GCF_003051985.2,SRS1903372,NA,ASM305198v2
GCF_003052005.2,SRS3167544,NA,ASM305200v2
GCF_003052025.1,NA,NA,ASM305202v1
GCF_003052045.1,NA,NA,ASM305204v1
GCF_003052165.1,NA,NA,ASM305216v1
GCF_003052645.1,NA,NA,ASM305264v1
GCF_003052665.1,NA,NA,ASM305266v1
GCF_003052765.1,NA,NA,ASM305276v1
GCF_003052785.2,NA,NA,ASM305278v2
GCF_003053755.1,SRS1350032,SRR3242024,ASM305375v1
GCF_003054385.1,NA,NA,ASM305438v1
GCF_003054425.1,NA,NA,ASM305442v1
GCF_003054475.1,SRS2029803,SRR5320431,ASM305447v1
GCF_003054495.1,NA,NA,ASM305449v1
GCF_003054515.1,NA,NA,ASM305451v1
GCF_003054535.1,NA,NA,ASM305453v1
GCF_003054555.1,SRS2837341,SRR6475286,ASM305455v1
GCF_003054575.1,NA,NA,ASM305457v1
GCF_003054785.2,SRS2788372,NA,ASM305478v2
GCF_003055625.1,NA,NA,ASM305562v1
GCF_003055645.1,NA,NA,ASM305564v1
GCF_003055835.1,NA,NA,ASM305583v1
GCF_003057965.1,NA,NA,ASM305796v1
GCF_003058345.1,SRS975614,SRR2082962,ASM305834v1
GCF_003058405.2,NA,NA,ASM305840v2
GCF_003058445.1,SRS4177562,NA,ASM305844v1
GCF_003058465.1,NA,NA,ASM305846v1
GCF_003060725.1,NA,NA,ASM306072v1
GCF_003060745.1,NA,NA,ASM306074v1
GCF_003060765.1,NA,NA,ASM306076v1
GCF_003060785.1,NA,NA,ASM306078v1
GCF_003060805.1,NA,NA,ASM306080v1
GCF_003060825.1,NA,NA,ASM306082v1
GCF_003060845.1,NA,NA,ASM306084v1
GCF_003060865.1,NA,NA,ASM306086v1
GCF_003061265.1,NA,NA,ASM306126v1
GCF_003061385.1,NA,NA,ASM306138v1
GCF_003061515.1,NA,NA,ASM306151v1
GCF_003063555.1,NA,NA,ASM306355v1
GCF_003063625.1,NA,NA,ASM306362v1
GCF_003063705.1,NA,NA,ASM306370v1
GCF_003063785.1,SRS3233154,NA,ASM306378v1
GCF_003063885.1,SRS3233155,NA,ASM306388v1
GCF_003064165.2,SRS3110315,SRR6919844,ASM306416v2
GCF_003064365.2,SRS3110181,SRR6919709,ASM306436v2
GCF_003064405.2,SRS3111703,SRR6921395,ASM306440v2
GCF_003065365.1,NA,NA,ASM306536v1
GCF_003065405.1,NA,NA,ASM306540v1
GCF_003065425.1,NA,NA,ASM306542v1
GCF_003065485.1,NA,NA,ASM306548v1
GCF_003065605.1,NA,NA,ASM306560v1
GCF_003067445.2,SRS3136454,SRR6956164,ASM306744v2
GCF_003067765.2,SRS3110586,SRR6920117,ASM306776v2
GCF_003067925.2,SRS3111633,SRR6921325,ASM306792v2
GCF_003067985.2,SRS3110332,SRR6919860,ASM306798v2
GCF_003068025.2,SRS3109820,SRR6919320,ASM306802v2
GCF_003068145.2,SRS3110252,SRR6919780,ASM306814v2
GCF_003069525.1,SRS1256895,SRR3112296,ASM306952v1
GCF_003070865.1,NA,NA,ASM307086v1
GCF_003070885.1,NA,NA,ASM307088v1
GCF_003071285.1,SRS1256891,SRR3112300,ASM307128v1
GCF_003071305.1,SRS1256870,SRR3112294,ASM307130v1
GCF_003071325.1,SRS1256873,SRR3112291,ASM307132v1
GCF_003071365.1,NA,NA,ASM307136v1
GCF_003071405.1,SRS3692645,NA,ASM307140v1
GCF_003071425.1,SRS5017657,NA,ASM307142v1
GCF_003071445.1,NA,NA,ASM307144v1
GCF_003071465.1,SRS2127768,NA,ASM307146v1
GCF_003071485.1,NA,NA,ASM307148v1
GCF_003071525.2,SRS4666345,NA,ASM307152v2
GCF_003071545.1,NA,NA,ASM307154v1
GCF_003071565.1,SRS1256878,SRR3112286,ASM307156v1
GCF_003071585.1,SRS1256876,SRR3112288,ASM307158v1
GCF_003071605.1,SRS1256879,SRR3112285,ASM307160v1
GCF_003071625.1,SRS1256881,SRR3112283,ASM307162v1
GCF_003071645.1,SRS1256890,SRR3112301,ASM307164v1
GCF_003071665.1,SRS3498161,NA,ASM307166v1
GCF_003072465.1,NA,NA,ASM307246v1
GCF_003072485.1,NA,NA,ASM307248v1
GCF_003072585.2,NA,NA,ASM307258v2
GCF_003072605.2,NA,NA,ASM307260v2
GCF_003072625.1,NA,NA,ASM307262v1
GCF_003072645.1,NA,NA,ASM307264v1
GCF_003073235.1,NA,NA,ASM307323v1
GCF_003073255.1,NA,NA,ASM307325v1
GCF_003073275.1,NA,NA,ASM307327v1
GCF_003073315.1,SRS1256869,SRR3112295,ASM307331v1
GCF_003073335.1,SRS1256920,SRR3112327,ASM307333v1
GCF_003073375.1,NA,NA,ASM307337v1
GCF_003073395.1,NA,NA,ASM307339v1
GCF_003073415.1,NA,NA,ASM307341v1
GCF_003073435.1,NA,NA,ASM307343v1
GCF_003073455.1,NA,NA,ASM307345v1
GCF_003073475.1,NA,NA,ASM307347v1
GCF_003073495.1,SRS472205,NA,ASM307349v1
GCF_003073515.1,SRS1519260,SRR3675193,ASM307351v1
GCF_003073535.1,SRS1353149,SRR3272258,ASM307353v1
GCF_003073555.1,SRS1296255,SRR24638752,ASM307355v1
GCF_003073575.1,SRS267423,NA,ASM307357v1
GCF_003073595.1,SRS1296256,SRR3168966,ASM307359v1
GCF_003073615.1,SRS3159756,SRR6985683,ASM307361v1
GCF_003073635.1,SRS3159765,SRR6985705,ASM307363v1
GCF_003073655.1,SRS3159764,SRR6985703,ASM307365v1
GCF_003073675.1,SRS3159753,SRR6985677,ASM307367v1
GCF_003073695.1,SRS3159754,SRR6985680,ASM307369v1
GCF_003073715.1,SRS3159763,SRR6985700,ASM307371v1
GCF_003073735.1,SRS3159757,SRR6985686,ASM307373v1
GCF_003073755.1,SRS3163156,SRR6995008,ASM307375v1
GCF_003073775.1,SRS3163155,SRR6995005,ASM307377v1
GCF_003073795.1,SRS3163147,SRR6994990,ASM307379v1
GCF_003073815.1,SRS3159752,SRR6985676,ASM307381v1
GCF_003073835.1,SRS3163143,SRR6994979,ASM307383v1
GCF_003073875.1,SRS3163144,SRR6994980,ASM307387v1
GCF_003073895.1,SRS3163145,SRR6994985,ASM307389v1
GCF_003073935.1,SRS3159751,SRR6985674,ASM307393v1
GCF_003073955.1,SRS3163142,SRR6994977,ASM307395v1
GCF_003073975.1,SRS3163140,SRR6994972,ASM307397v1
GCF_003073995.1,SRS3159775,SRR6985736,ASM307399v1
GCF_003074015.1,SRS3159749,SRR6985668,ASM307401v1
GCF_003074035.1,NA,NA,ASM307403v1
GCF_003074055.1,NA,NA,ASM307405v1
GCF_003074075.1,SRS3163139,SRR6994968,ASM307407v1
GCF_003074715.2,NA,NA,ASM307471v2
GCF_003074735.2,NA,NA,ASM307473v2
GCF_003074755.2,NA,NA,ASM307475v2
GCF_003074775.2,NA,NA,ASM307477v2
GCF_003074855.2,NA,NA,ASM307485v2
