RefSeq_ID,SRA_ID,Run_accession_ID,Assembly_ID
GCF_019456615.1,SRS9560057,SRR15216379,ASM1945661v1
GCF_019456655.1,SRS14718164,SRR21133399,ASM1945665v1
GCF_019456675.1,SRS14718163,SRR21133410,ASM1945667v1
GCF_019456695.2,NA,NA,ASM1945669v2
GCF_019457435.1,NA,NA,ASM1945743v1
GCF_019457455.1,NA,NA,ASM1945745v1
GCF_019457475.1,NA,NA,ASM1945747v1
GCF_019457495.1,NA,NA,ASM1945749v1
GCF_019457515.1,NA,NA,ASM1945751v1
GCF_019457535.1,NA,NA,ASM1945753v1
GCF_019457555.1,NA,NA,ASM1945755v1
GCF_019457575.1,NA,NA,ASM1945757v1
GCF_019457595.1,NA,NA,ASM1945759v1
GCF_019457615.1,NA,NA,ASM1945761v1
GCF_019457635.1,NA,NA,ASM1945763v1
GCF_019457655.1,NA,NA,ASM1945765v1
GCF_019457715.1,NA,NA,ASM1945771v1
GCF_019458445.1,NA,NA,ASM1945844v1
GCF_019458465.1,NA,NA,ASM1945846v1
GCF_019458485.1,SRS9340071,SRR14998418,ASM1945848v1
GCF_019458525.1,NA,NA,ASM1945852v1
GCF_019464335.1,NA,NA,ASM1946433v1
GCF_019464375.1,NA,NA,ASM1946437v1
GCF_019464415.1,SRS15536797,SRR22048718,ASM1946441v1
GCF_019464455.1,NA,NA,ASM1946445v1
GCF_019464495.1,NA,NA,ASM1946449v1
GCF_019464535.1,NA,NA,ASM1946453v1
GCF_019464555.1,SRS9837235,SRR15524175,ASM1946455v1
GCF_019464575.1,NA,NA,ASM1946457v1
GCF_019464595.1,NA,NA,ASM1946459v1
GCF_019464635.1,NA,NA,ASM1946463v1
GCF_019466035.1,NA,NA,ASM1946603v1
GCF_019466095.1,NA,NA,ASM1946609v1
GCF_019466145.1,NA,NA,ASM1946614v1
GCF_019468565.1,SRS10450517,NA,ASM1946856v1
GCF_019468645.1,SRS10327724,SRR16071937,ASM1946864v1
GCF_019469165.1,NA,NA,ASM1946916v1
GCF_019469185.1,NA,NA,ASM1946918v1
GCF_019469205.1,NA,NA,ASM1946920v1
GCF_019469225.1,NA,NA,ASM1946922v1
GCF_019469245.1,NA,NA,ASM1946924v1
GCF_019469265.1,NA,NA,ASM1946926v1
GCF_019469325.1,NA,NA,ASM1946932v1
GCF_019469345.1,NA,NA,ASM1946934v1
GCF_019469365.1,NA,NA,ASM1946936v1
GCF_019469425.1,NA,NA,ASM1946942v1
GCF_019469465.1,NA,NA,ASM1946946v1
GCF_019469485.1,NA,NA,ASM1946948v1
GCF_019469505.1,NA,NA,ASM1946950v1
GCF_019469525.1,NA,NA,ASM1946952v1
GCF_019469545.1,NA,NA,ASM1946954v1
GCF_019469565.1,NA,NA,ASM1946956v1
GCF_019502645.1,NA,NA,ASM1950264v1
GCF_019504365.1,NA,NA,ASM1950436v1
GCF_019504385.1,NA,NA,ASM1950438v1
GCF_019504425.1,SRS9217462,NA,ASM1950442v1
GCF_019550795.1,NA,NA,ASM1955079v1
GCF_019550875.1,NA,NA,ASM1955087v1
GCF_019550945.1,NA,NA,ASM1955094v1
GCF_019551035.1,NA,NA,ASM1955103v1
GCF_019551095.1,NA,NA,ASM1955109v1
GCF_019551175.1,NA,NA,ASM1955117v1
GCF_019551235.1,NA,NA,ASM1955123v1
GCF_019551315.1,NA,NA,ASM1955131v1
GCF_019551355.1,NA,NA,ASM1955135v1
GCF_019551375.1,NA,NA,ASM1955137v1
GCF_019551415.1,NA,NA,ASM1955141v1
GCF_019551475.1,NA,NA,ASM1955147v1
GCF_019551675.1,NA,NA,ASM1955167v1
GCF_019551735.1,NA,NA,ASM1955173v1
GCF_019551815.1,SRS8085340,SRR13494980,ASM1955181v1
GCF_019551835.1,SRS8085339,SRR13494982,ASM1955183v1
GCF_019551855.1,SRS8085338,SRR13494984,ASM1955185v1
GCF_019551945.1,NA,NA,ASM1955194v1
GCF_019552005.1,NA,NA,ASM1955200v1
GCF_019552045.1,NA,NA,ASM1955204v1
GCF_019552065.1,NA,NA,ASM1955206v1
GCF_019552085.1,NA,NA,ASM1955208v1
GCF_019552105.1,NA,NA,ASM1955210v1
GCF_019552125.1,NA,NA,ASM1955212v1
GCF_019552145.1,NA,NA,ASM1955214v1
GCF_019552165.1,NA,NA,ASM1955216v1
GCF_019552185.1,NA,NA,ASM1955218v1
GCF_019552205.1,NA,NA,ASM1955220v1
GCF_019552325.1,NA,NA,ASM1955232v1
GCF_019552345.1,SRS837649,SRR14230987,ASM1955234v1
GCF_019552405.1,NA,NA,ASM1955240v1
GCF_019565455.1,NA,NA,ASM1956545v1
GCF_019575955.1,NA,NA,ASM1957595v1
GCF_019575995.1,SRS10647737,SRR16494795,ASM1957599v1
GCF_019576055.1,SRS10647032,SRR16494034,ASM1957605v1
GCF_019576095.1,NA,NA,ASM1957609v1
GCF_019576155.1,NA,NA,ASM1957615v1
GCF_019581175.1,SRS9528688,NA,ASM1958117v1
GCF_019597925.1,NA,NA,ASM1959792v1
GCF_019598965.1,NA,NA,ASM1959896v1
GCF_019599005.1,NA,NA,ASM1959900v1
GCF_019599025.1,NA,NA,ASM1959902v1
GCF_019599045.1,SRS10499711,NA,ASM1959904v1
GCF_019599065.1,NA,NA,ASM1959906v1
GCF_019599085.1,NA,NA,ASM1959908v1
GCF_019599105.1,NA,NA,ASM1959910v1
GCF_019599125.1,NA,NA,ASM1959912v1
GCF_019599145.1,NA,NA,ASM1959914v1
GCF_019602835.1,NA,NA,ASM1960283v1
GCF_019602855.1,NA,NA,ASM1960285v1
GCF_019603315.1,NA,NA,ASM1960331v1
GCF_019603335.1,SRS9823478,NA,ASM1960333v1
GCF_019603355.1,SRS11853098,SRR17854630,ASM1960335v1
GCF_019603375.1,NA,NA,ASM1960337v1
GCF_019613795.1,NA,NA,ASM1961379v1
GCF_019613955.1,NA,NA,ASM1961395v1
GCF_019614295.1,SRS9706033,NA,ASM1961429v2
GCF_019614475.1,SRS5842249,SRR10717635,ASM1961447v1
GCF_019614655.1,SRS8867393,SRR14429882,ASM1961465v1
GCF_019614825.1,SRS9633684,SRR15291770,ASM1961482v1
GCF_019623905.1,NA,NA,ASM1962390v1
GCF_019645795.1,NA,NA,ASM1964579v1
GCF_019645815.1,SRS14718165,SRR21133398,ASM1964581v1
GCF_019645835.1,SRS14718166,SRR21133397,ASM1964583v1
GCF_019645855.1,SRS14718167,SRR21133396,ASM1964585v1
GCF_019645875.1,SRS14718159,SRR21133420,ASM1964587v1
GCF_019645915.1,SRS9743964,NA,ASM1964591v1
GCF_019645935.1,NA,NA,ASM1964593v1
GCF_019645955.1,NA,NA,ASM1964595v1
GCF_019645975.1,NA,NA,ASM1964597v1
GCF_019645995.1,NA,NA,ASM1964599v1
GCF_019646015.1,NA,NA,ASM1964601v1
GCF_019646095.1,NA,NA,ASM1964609v1
GCF_019653615.1,SRS9845020,SRR15533158,ASM1965361v1
GCF_019665765.1,NA,NA,ASM1966576v1
GCF_019665785.1,NA,NA,ASM1966578v1
GCF_019665805.1,NA,NA,ASM1966580v1
GCF_019668485.1,DRS180259,NA,ASM1966848v1
GCF_019668505.1,NA,NA,ASM1966850v1
GCF_019668525.1,NA,NA,ASM1966852v1
GCF_019668545.1,NA,NA,ASM1966854v1
GCF_019668565.1,NA,NA,ASM1966856v1
GCF_019668585.1,NA,NA,ASM1966858v1
GCF_019668605.1,NA,NA,ASM1966860v1
GCF_019668625.1,NA,NA,ASM1966862v1
GCF_019668645.1,NA,NA,ASM1966864v1
GCF_019668665.1,NA,NA,ASM1966866v1
GCF_019668685.1,NA,NA,ASM1966868v1
GCF_019668705.1,NA,NA,ASM1966870v1
GCF_019668825.1,NA,NA,ASM1966882v1
GCF_019668925.1,NA,NA,ASM1966892v1
GCF_019669005.1,NA,NA,ASM1966900v1
GCF_019669025.1,NA,NA,ASM1966902v1
GCF_019669085.1,NA,NA,ASM1966908v1
GCF_019669165.1,NA,NA,ASM1966916v1
GCF_019669245.1,NA,NA,ASM1966924v1
GCF_019669345.1,NA,NA,ASM1966934v1
GCF_019669385.1,NA,NA,ASM1966938v1
GCF_019669905.1,NA,NA,ASM1966990v1
GCF_019669985.1,NA,NA,ASM1966998v1
GCF_019670005.1,NA,NA,ASM1967000v1
GCF_019670025.1,NA,NA,ASM1967002v1
GCF_019670105.1,NA,NA,ASM1967010v1
GCF_019670125.1,NA,NA,ASM1967012v1
GCF_019670145.1,NA,NA,ASM1967014v1
GCF_019670165.1,NA,NA,ASM1967016v1
GCF_019670185.1,NA,NA,ASM1967018v1
GCF_019670205.1,NA,NA,ASM1967020v1
GCF_019670225.1,NA,NA,ASM1967022v1
GCF_019670245.1,NA,NA,ASM1967024v1
GCF_019670265.1,DRS185616,DRR236401,ASM1967026v1
GCF_019670285.1,DRS185639,DRR236424,ASM1967028v1
GCF_019670305.1,DRS185652,DRR236437,ASM1967030v1
GCF_019670325.1,DRS185666,DRR236451,ASM1967032v1
GCF_019670345.1,DRS185681,DRR236466,ASM1967034v1
GCF_019670365.1,DRS185691,DRR236476,ASM1967036v1
GCF_019670385.1,DRS185706,DRR236491,ASM1967038v1
GCF_019670405.1,DRS185715,DRR236500,ASM1967040v1
GCF_019670425.1,DRS185720,DRR236505,ASM1967042v1
GCF_019670445.1,DRS185774,DRR236559,ASM1967044v1
GCF_019670465.1,DRS185782,DRR236567,ASM1967046v1
GCF_019670485.1,DRS185106,NA,ASM1967048v1
GCF_019670505.1,DRS188340,DRR286990,ASM1967050v1
GCF_019670525.1,DRS184705,NA,ASM1967052v1
GCF_019670545.1,DRS184710,DRR289436,ASM1967054v1
GCF_019670585.1,DRS184719,NA,ASM1967058v1
GCF_019670605.1,DRS184720,NA,ASM1967060v1
GCF_019670625.1,DRS184721,NA,ASM1967062v1
GCF_019670645.1,DRS184722,NA,ASM1967064v1
GCF_019670665.1,DRS184723,NA,ASM1967066v1
GCF_019670685.1,DRS184724,NA,ASM1967068v1
GCF_019670705.1,DRS184725,NA,ASM1967070v1
GCF_019670745.1,DRS184151,DRR290121,ASM1967074v1
GCF_019693235.1,NA,NA,ASM1969323v1
GCF_019693255.1,NA,NA,ASM1969325v1
GCF_019702485.1,NA,NA,ASM1970248v1
GCF_019702905.1,DRS185893,DRR295876,ASM1970290v1
GCF_019702925.1,NA,NA,ASM1970292v1
GCF_019702945.1,DRS189554,DRR300285,ASM1970294v1
GCF_019702965.1,NA,NA,ASM1970296v1
GCF_019702985.1,NA,NA,ASM1970298v1
GCF_019703005.1,NA,NA,ASM1970300v1
GCF_019703025.1,NA,NA,ASM1970302v1
GCF_019703045.1,NA,NA,ASM1970304v1
GCF_019703065.1,NA,NA,ASM1970306v1
GCF_019703085.1,NA,NA,ASM1970308v1
GCF_019703105.1,NA,NA,ASM1970310v1
GCF_019703125.1,NA,NA,ASM1970312v1
GCF_019703145.1,NA,NA,ASM1970314v1
GCF_019703165.1,NA,NA,ASM1970316v1
GCF_019703185.1,NA,NA,ASM1970318v1
GCF_019703205.1,NA,NA,ASM1970320v1
GCF_019703225.1,NA,NA,ASM1970322v1
GCF_019703245.1,NA,NA,ASM1970324v1
GCF_019703265.1,DRS190054,DRR301935,ASM1970326v1
GCF_019703285.1,DRS190050,DRR301937,ASM1970328v1
GCF_019703305.1,NA,NA,ASM1970330v1
GCF_019703325.1,NA,NA,ASM1970332v1
GCF_019703365.1,NA,NA,ASM1970336v1
GCF_019703385.1,NA,NA,ASM1970338v1
GCF_019703405.1,NA,NA,ASM1970340v1
GCF_019703425.1,NA,NA,ASM1970342v1
GCF_019703455.1,NA,NA,ASM1970345v1
GCF_019703495.1,NA,NA,ASM1970349v1
GCF_019703525.1,NA,NA,ASM1970352v1
GCF_019703545.1,NA,NA,ASM1970354v1
GCF_019703575.1,NA,NA,ASM1970357v1
GCF_019703595.1,NA,NA,ASM1970359v1
GCF_019703615.1,NA,NA,ASM1970361v1
GCF_019703635.1,NA,NA,ASM1970363v1
GCF_019703655.1,NA,NA,ASM1970365v1
GCF_019703675.1,NA,NA,ASM1970367v1
GCF_019703695.1,NA,NA,ASM1970369v1
GCF_019703715.1,NA,NA,ASM1970371v1
GCF_019703735.1,NA,NA,ASM1970373v1
GCF_019703755.1,NA,NA,ASM1970375v1
GCF_019703775.1,NA,NA,ASM1970377v1
GCF_019703795.1,NA,NA,ASM1970379v1
GCF_019703835.1,NA,NA,ASM1970383v1
GCF_019703855.1,NA,NA,ASM1970385v1
GCF_019703875.1,NA,NA,ASM1970387v1
GCF_019703895.1,DRS183919,NA,ASM1970389v1
GCF_019703915.1,NA,NA,ASM1970391v1
GCF_019703975.1,NA,NA,ASM1970397v1
GCF_019703995.1,NA,NA,ASM1970399v1
GCF_019704015.1,NA,NA,ASM1970401v1
GCF_019704055.1,NA,NA,ASM1970405v1
GCF_019704075.1,NA,NA,ASM1970407v1
GCF_019704095.1,NA,NA,ASM1970409v1
GCF_019704115.1,NA,NA,ASM1970411v1
GCF_019704135.1,NA,NA,ASM1970413v1
GCF_019704155.2,DRS188352,DRR276629,ASM1970415v2
GCF_019704175.1,NA,NA,ASM1970417v1
GCF_019704195.1,NA,NA,ASM1970419v1
GCF_019704215.1,NA,NA,ASM1970421v1
GCF_019704235.1,NA,NA,ASM1970423v1
GCF_019704255.1,NA,NA,ASM1970425v1
GCF_019704275.1,NA,NA,ASM1970427v1
GCF_019704335.1,NA,NA,ASM1970433v1
GCF_019704355.1,NA,NA,ASM1970435v1
GCF_019704375.1,NA,NA,ASM1970437v1
GCF_019704395.1,NA,NA,ASM1970439v1
GCF_019704415.1,NA,NA,ASM1970441v1
GCF_019704435.1,NA,NA,ASM1970443v1
GCF_019704455.1,NA,NA,ASM1970445v1
GCF_019704475.1,NA,NA,ASM1970447v1
GCF_019704495.1,NA,NA,ASM1970449v1
GCF_019704515.1,DRS189428,NA,ASM1970451v1
GCF_019704535.1,DRS190001,DRR299385,ASM1970453v1
GCF_019704555.1,DRS190146,NA,ASM1970455v1
GCF_019704575.1,NA,NA,ASM1970457v1
GCF_019710375.1,NA,NA,ASM1971037v1
GCF_019710395.2,NA,NA,ASM1971039v3
GCF_019710415.1,NA,NA,ASM1971041v1
GCF_019710455.1,NA,NA,ASM1971045v1
GCF_019710495.1,NA,NA,ASM1971049v1
GCF_019710535.1,NA,NA,ASM1971053v1
GCF_019711195.1,SRS9564685,NA,ASM1971119v1
GCF_019711215.1,NA,NA,ASM1971121v1
GCF_019720735.1,NA,NA,ASM1972073v1
GCF_019720775.1,NA,NA,ASM1972077v1
GCF_019720795.1,NA,NA,ASM1972079v1
GCF_019720835.1,NA,NA,ASM1972083v1
GCF_019720855.1,NA,NA,ASM1972085v1
GCF_019720875.1,NA,NA,ASM1972087v1
GCF_019722725.1,NA,NA,ASM1972272v1
GCF_019738975.1,SRS9801775,NA,ASM1973897v1
GCF_019738995.2,NA,NA,ASM1973899v2
GCF_019739075.1,SRS9707285,NA,ASM1973907v1
GCF_019739095.1,SRS9707284,NA,ASM1973909v1
GCF_019740355.2,NA,NA,ASM1974035v2
GCF_019754015.1,NA,NA,ASM1975401v1
GCF_019754155.1,NA,NA,ASM1975415v1
GCF_019754215.1,NA,NA,ASM1975421v1
GCF_019754235.1,NA,NA,ASM1975423v1
GCF_019754255.1,NA,NA,ASM1975425v1
GCF_019754275.1,NA,NA,ASM1975427v1
GCF_019774515.1,SRS9795534,NA,ASM1977451v1
GCF_019774535.1,NA,NA,ASM1977453v1
GCF_019774575.1,SRS9795533,NA,ASM1977457v1
GCF_019774595.1,SRS9795530,NA,ASM1977459v1
GCF_019774615.1,NA,NA,ASM1977461v1
GCF_019774635.1,NA,NA,ASM1977463v1
GCF_019787625.1,NA,NA,ASM1978762v1
GCF_019787645.1,NA,NA,ASM1978764v1
GCF_019787665.1,NA,NA,ASM1978766v1
GCF_019793575.1,NA,NA,ASM1979357v1
GCF_019793595.1,NA,NA,ASM1979359v1
GCF_019793795.1,NA,NA,ASM1979379v1
GCF_019793815.1,NA,NA,ASM1979381v1
GCF_019797765.1,SRS9955620,SRR15648130,ASM1979776v1
GCF_019797785.1,NA,NA,ASM1979778v1
GCF_019797805.1,NA,NA,ASM1979780v1
GCF_019797825.1,NA,NA,ASM1979782v1
GCF_019797845.1,SRS9871729,SRR15560884,ASM1979784v1
GCF_019797865.1,NA,NA,ASM1979786v1
GCF_019797885.1,SRS9835324,NA,ASM1979788v1
GCF_019797905.1,NA,NA,ASM1979790v1
GCF_019797925.1,NA,NA,ASM1979792v1
GCF_019797945.1,NA,NA,ASM1979794v1
GCF_019797985.1,ERS2544763,ERR2631532,ASM1979798v1
GCF_019798005.1,ERS6287453,ERR5757360,ASM1979800v1
GCF_019798025.1,ERS6287452,ERR5757361,ASM1979802v1
GCF_019798185.1,ERS6287451,ERR5757359,ASM1979818v1
GCF_019802685.1,NA,NA,ASM1980268v1
GCF_019802705.1,NA,NA,ASM1980270v1
GCF_019802725.1,NA,NA,ASM1980272v1
GCF_019802745.1,NA,NA,ASM1980274v1
GCF_019802765.1,NA,NA,ASM1980276v1
GCF_019802785.1,NA,NA,ASM1980278v1
GCF_019803045.1,SRS9849788,NA,ASM1980304v1
GCF_019803065.1,SRS9842280,NA,ASM1980306v1
GCF_019803445.1,SRS9915486,NA,ASM1980344v1
GCF_019822885.1,NA,NA,ASM1982288v1
GCF_019823005.1,NA,NA,ASM1982300v1
GCF_019823045.1,NA,NA,ASM1982304v1
GCF_019823065.1,NA,NA,ASM1982306v1
GCF_019823085.1,NA,NA,ASM1982308v1
GCF_019823765.1,NA,NA,ASM1982376v1
GCF_019823785.1,NA,NA,ASM1982378v1
GCF_019823805.1,NA,NA,ASM1982380v1
GCF_019823835.1,NA,NA,ASM1982383v1
GCF_019823855.1,NA,NA,ASM1982385v1
GCF_019823875.1,NA,NA,ASM1982387v1
GCF_019823895.1,NA,NA,ASM1982389v1
GCF_019823915.1,NA,NA,ASM1982391v1
GCF_019823935.1,NA,NA,ASM1982393v1
GCF_019823955.1,NA,NA,ASM1982395v1
GCF_019843995.1,NA,NA,ASM1984399v1
GCF_019844015.1,NA,NA,ASM1984401v1
GCF_019844035.1,NA,NA,ASM1984403v1
GCF_019844055.1,NA,NA,ASM1984405v1
GCF_019844075.1,SRS9907017,SRR15597958,ASM1984407v1
GCF_019844095.1,NA,NA,ASM1984409v1
GCF_019856235.1,SRS10327794,SRR16069094,ASM1985623v1
GCF_019856255.1,SRS9924822,SRR15616889,ASM1985625v1
GCF_019856275.1,NA,NA,ASM1985627v1
GCF_019856295.1,NA,NA,ASM1985629v1
GCF_019856315.1,NA,NA,ASM1985631v1
GCF_019856355.1,NA,NA,ASM1985635v1
GCF_019856375.1,NA,NA,ASM1985637v1
GCF_019856395.1,NA,NA,ASM1985639v1
GCF_019856415.1,NA,NA,ASM1985641v1
GCF_019856435.1,NA,NA,ASM1985643v1
GCF_019856475.1,NA,NA,ASM1985647v1
GCF_019856495.1,SRS7055502,SRR12283458,ASM1985649v1
GCF_019856535.1,SRS9988347,SRR15683786,ASM1985653v1
GCF_019856555.1,SRS11004002,SRR16873780,ASM1985655v1
GCF_019856595.1,NA,NA,ASM1985659v1
GCF_019856615.1,NA,NA,ASM1985661v1
GCF_019857245.1,SRS7660939,NA,ASM1985724v1
GCF_019857265.1,SRS7660938,NA,ASM1985726v1
GCF_019857285.1,SRS7660943,NA,ASM1985728v1
GCF_019857305.1,SRS7660937,NA,ASM1985730v1
GCF_019857325.1,SRS7660942,NA,ASM1985732v1
GCF_019857345.1,SRS7660941,NA,ASM1985734v1
GCF_019857365.1,SRS7660940,NA,ASM1985736v1
GCF_019857385.1,NA,NA,ASM1985738v1
GCF_019857405.1,SRS9337627,NA,ASM1985740v1
GCF_019857425.1,SRS9337626,NA,ASM1985742v1
GCF_019857445.1,SRS9337625,NA,ASM1985744v1
GCF_019857465.1,SRS9337635,NA,ASM1985746v1
GCF_019857485.1,SRS9337634,NA,ASM1985748v1
GCF_019857505.1,SRS9337633,NA,ASM1985750v1
GCF_019857525.1,SRS9337632,NA,ASM1985752v1
GCF_019857545.1,SRS9337631,NA,ASM1985754v1
GCF_019857565.1,SRS9337630,NA,ASM1985756v1
GCF_019857585.1,SRS9337629,NA,ASM1985758v1
GCF_019857605.1,SRS9337628,NA,ASM1985760v1
GCF_019857625.1,SRS9337624,NA,ASM1985762v1
GCF_019857645.1,SRS9337622,NA,ASM1985764v1
GCF_019873825.1,NA,NA,ASM1987382v1
GCF_019879085.1,SRS9954527,SRR15646855,ASM1987908v1
GCF_019880205.1,NA,NA,ASM1988020v1
GCF_019880265.1,NA,NA,ASM1988026v1
GCF_019880285.1,NA,NA,ASM1988028v1
GCF_019880305.1,NA,NA,ASM1988030v1
GCF_019880325.1,SRS9943241,SRR15635579,ASM1988032v1
GCF_019880345.1,NA,NA,ASM1988034v1
GCF_019880365.1,NA,NA,ASM1988036v1
GCF_019880385.1,NA,NA,ASM1988038v1
GCF_019880405.1,NA,NA,ASM1988040v1
GCF_019880425.1,SRS11003170,SRR16872929,ASM1988042v1
GCF_019880465.1,SRS7434164,NA,ASM1988046v1
GCF_019880485.1,NA,NA,ASM1988048v1
GCF_019884725.1,NA,NA,ASM1988472v1
GCF_019884785.1,NA,NA,ASM1988478v1
GCF_019884805.1,NA,NA,ASM1988480v1
GCF_019890815.1,SRS15209910,SRR21679926,ASM1989081v1
GCF_019890835.1,SRS15210664,SRR21680730,ASM1989083v1
GCF_019890855.1,SRS15210665,SRR21680732,ASM1989085v1
GCF_019890875.1,NA,NA,ASM1989087v1
GCF_019890895.1,SRS10130354,SRR15860460,ASM1989089v1
GCF_019890915.1,SRS9988235,SRR15683716,ASM1989091v1
GCF_019890935.1,SRS10473141,SRR16229810,ASM1989093v1
GCF_019890955.1,SRS13698362,SRR19975618,ASM1989095v1
GCF_019890975.1,SRS10130459,SRR15988884,ASM1989097v1
GCF_019890995.1,SRS13698093,SRR19975338,ASM1989099v1
GCF_019891015.1,SRS10130458,SRR15988883,ASM1989101v1
GCF_019891035.1,SRS13698366,SRR19975623,ASM1989103v1
GCF_019891175.1,NA,NA,ASM1989117v1
GCF_019891395.1,NA,NA,ASM1989139v1
GCF_019895115.1,SRS9942376,SRR15634574,ASM1989511v1
GCF_019896115.1,NA,NA,ASM1989611v1
GCF_019900285.2,NA,NA,ASM1990028v2
GCF_019900305.2,NA,NA,ASM1990030v2
GCF_019900325.2,NA,NA,ASM1990032v2
GCF_019900345.2,NA,NA,ASM1990034v2
GCF_019900745.2,NA,NA,ASM1990074v2
GCF_019900765.2,NA,NA,ASM1990076v2
GCF_019900785.2,NA,NA,ASM1990078v2
GCF_019900805.2,NA,NA,ASM1990080v2
GCF_019900825.1,NA,NA,ASM1990082v1
GCF_019900845.1,NA,NA,ASM1990084v1
GCF_019903155.1,SRS7093213,SRR12328721,ASM1990315v1
GCF_019903175.1,SRS7093212,SRR12328722,ASM1990317v1
GCF_019903195.1,SRS7093211,SRR12328723,ASM1990319v1
GCF_019903215.1,SRS7093210,NA,ASM1990321v1
GCF_019903235.1,SRS10236650,SRR15972782,ASM1990323v1
GCF_019904175.1,NA,NA,ASM1990417v1
GCF_019904195.1,SRS7825041,SRR13189220,ASM1990419v1
GCF_019904215.1,SRS7825043,SRR13189216,ASM1990421v1
GCF_019904235.1,SRS7825040,SRR13189222,ASM1990423v1
GCF_019904255.1,SRS7825042,SRR13189218,ASM1990425v1
GCF_019904275.1,SRS7825038,SRR13189225,ASM1990427v1
GCF_019904295.1,SRS7825039,SRR13189224,ASM1990429v1
GCF_019904315.1,NA,NA,ASM1990431v1
GCF_019915265.1,NA,NA,ASM1991526v1
GCF_019915285.1,SRS9980276,NA,ASM1991528v1
GCF_019915305.1,SRS9980269,NA,ASM1991530v1
GCF_019915325.1,SRS9980271,NA,ASM1991532v1
GCF_019915345.1,SRS9980270,NA,ASM1991534v1
GCF_019915365.1,SRS9980268,NA,ASM1991536v1
GCF_019915405.1,SRS9980279,NA,ASM1991540v1
GCF_019915425.1,SRS9980278,NA,ASM1991542v1
GCF_019915445.1,SRS9980274,NA,ASM1991544v1
GCF_019915465.1,SRS9980273,NA,ASM1991546v1
GCF_019915485.1,SRS9980275,NA,ASM1991548v1
GCF_019915505.1,SRS9980272,NA,ASM1991550v1
GCF_019915525.1,SRS9980266,NA,ASM1991552v1
GCF_019915545.1,SRS9980267,NA,ASM1991554v1
GCF_019915565.1,SRS10194431,SRR15928121,ASM1991556v1
GCF_019915585.1,NA,NA,ASM1991558v1
GCF_019915985.1,NA,NA,ASM1991598v1
GCF_019916005.1,SRS11252165,SRR17163532,ASM1991600v1
GCF_019916025.1,SRS9661638,SRR15323157,ASM1991602v1
GCF_019916085.1,NA,NA,ASM1991608v1
GCF_019923545.1,NA,NA,ASM1992354v1
GCF_019923565.1,NA,NA,ASM1992356v1
GCF_019923585.1,NA,NA,ASM1992358v1
GCF_019924095.1,NA,NA,ASM1992409v1
GCF_019924635.1,NA,NA,ASM1992463v1
GCF_019928625.2,NA,NA,ASM1992862v2
GCF_019930545.1,NA,NA,ASM1993054v1
GCF_019930565.1,SRS10130352,SRR15860222,ASM1993056v1
GCF_019930585.1,NA,NA,ASM1993058v1
GCF_019930605.1,SRS10502031,SRR16263451,ASM1993060v1
GCF_019930625.1,SRS10502022,SRR16263438,ASM1993062v1
GCF_019930645.1,SRS10502001,SRR16263409,ASM1993064v1
GCF_019930665.1,SRS10498122,SRR16259012,ASM1993066v1
GCF_019930685.1,SRS10502018,SRR16263431,ASM1993068v1
GCF_019930705.1,SRS10502003,SRR16263415,ASM1993070v1
GCF_019930725.1,SRS10498363,SRR16259730,ASM1993072v1
GCF_019930745.1,SRS10502021,SRR16263436,ASM1993074v1
GCF_019930765.1,SRS10502019,SRR16263434,ASM1993076v1
GCF_019930785.1,SRS10498299,SRR16259206,ASM1993078v1
GCF_019930805.1,SRS10502020,SRR16263433,ASM1993080v1
GCF_019930825.1,SRS10490094,SRR16251445,ASM1993082v1
GCF_019930845.1,SRS10501997,SRR16263402,ASM1993084v1
GCF_019930865.1,SRS10498351,SRR16259585,ASM1993086v1
GCF_019930885.1,SRS10502005,SRR16263417,ASM1993088v1
GCF_019930905.1,SRS10502023,SRR16263441,ASM1993090v1
GCF_019930925.1,SRS10498237,SRR16259017,ASM1993092v1
GCF_019930945.1,SRS10498399,SRR16259784,ASM1993094v1
GCF_019930965.1,SRS10501998,SRR16263406,ASM1993096v1
GCF_019930985.1,SRS10498302,SRR16259362,ASM1993098v1
GCF_019931005.1,SRS10502002,SRR16263411,ASM1993100v1
GCF_019931025.1,SRS10498364,SRR16259732,ASM1993102v1
GCF_019931045.1,SRS10498432,SRR16259833,ASM1993104v1
GCF_019931575.1,NA,NA,ASM1993157v1
GCF_019931635.1,SRS9998933,NA,ASM1993163v1
GCF_019931675.1,NA,NA,ASM1993167v1
GCF_019931695.1,NA,NA,ASM1993169v1
GCF_019931715.1,NA,NA,ASM1993171v1
GCF_019931735.1,SRS11390643,NA,ASM1993173v1
GCF_019931755.1,NA,NA,ASM1993175v1
GCF_019933155.2,NA,NA,ASM1993315v2
GCF_019933235.1,NA,NA,ASM1993323v1
GCF_019967715.1,NA,NA,ASM1996771v1
GCF_019967855.1,NA,NA,ASM1996785v1
GCF_019967875.1,NA,NA,ASM1996787v1
GCF_019967915.1,NA,NA,ASM1996791v1
GCF_019967935.1,SRS10278829,NA,ASM1996793v1
GCF_019967955.1,NA,NA,ASM1996795v1
GCF_019967975.1,NA,NA,ASM1996797v1
GCF_019967995.1,NA,NA,ASM1996799v1
GCF_019968015.1,NA,NA,ASM1996801v1
GCF_019968035.1,NA,NA,ASM1996803v1
GCF_019968055.1,NA,NA,ASM1996805v1
